EJECUCIÓN DE GASTOS ALCALDÍA MUNICIPAL CHIQUIZA Del 01/01/2025 Al 30/09/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,CÓDIGO,DESCRIPCIÓN,ULT. NIVEL,FUENTE,DESCRIPCIÓN FTE.,FTE LEY 715,UNIDAD,SECTOR,PROGRAMA,PRODUCTO,DEPENDENCIA,BPIN,PTO. INICIAL,ADICIÓN,REDUCCIÓN,CRÉDITO,CONTRACRÉDITO,PTO. DEFINITIVO,DISPONIBILIDAD,CANCEL. C.D.P.,REGISTRO,CANCEL. C.R.P.,OBLIGACIONES,CANCEL. O.,PAGOS,SALDO DE APROPIACIÓN,SALDO DISPONIBLE,SALDO COMPROMISOS,SALDO OBLIGACIONES
4372,2.3.1.01.02.006.06,Aportes Al Icbf -  Comisaria De Familia - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501082 - Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia,16. ADMINISTRACIÓN CENTRAL,2024152320009,"3,777,498.00",0.00,0.00,0.00,0.00,"3,777,498.00","2,783,300.00",0.00,"2,783,300.00",0.00,"2,783,300.00",0.00,"2,783,300.00","994,198.00",0.00,0.00,0.00
4373,2.3.1.01.02.007,APORTES AL SENA, No ,NA,N/A,,NA,,,,,,"1,482,978.00",0.00,0.00,0.00,0.00,"1,482,978.00","1,098,000.00",0.00,"1,098,000.00",0.00,"1,098,000.00",0.00,"1,098,000.00","384,978.00",0.00,0.00,0.00
4373,2.3.1.01.02.007.01,Aportes al SENA -  Inclusión Social Y Reconciliación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Inclusión Social Y Reconciliación - PROG: Inclusión social y productiva para la población en situación de vulnerabilidad - SUBP: Intersubsectorial Desarrollo Social - PROD: Servicio de acompañamiento familiar y comunitario para la superación de la pobreza, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,41,4103,4103050 - Servicio de acompañamiento familiar y comunitario para la superación de la pobreza,16. ADMINISTRACIÓN CENTRAL,2024152320002,"117,003.00",0.00,0.00,0.00,0.00,"117,003.00","86,500.00",0.00,"86,500.00",0.00,"86,500.00",0.00,"86,500.00","30,503.00",0.00,0.00,0.00
4374,2.3.1.01.02.007.02,"Aportes Al Sena -  Educación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Educación - PROG: Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media - SUBP: Intersubsectorial Educación - PROD: Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.", Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,22,2201,"2201017 - Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.",16. ADMINISTRACIÓN CENTRAL,2024152320011,"255,060.00",0.00,0.00,0.00,0.00,"255,060.00","183,200.00",0.00,"183,200.00",0.00,"183,200.00",0.00,"183,200.00","71,860.00",0.00,0.00,0.00
4375,2.3.1.01.02.007.03,Aportes Al Sena -  Cultura - DEP: ADMINISTRACIÓN CENTRAL - SEC: Cultura - PROG: Promoción y acceso efectivo a procesos culturales y artísticos - SUBP: Arte y cultura - PROD: Servicios bibliotecarios, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,33,3301,3301085 - Servicios bibliotecarios,16. ADMINISTRACIÓN CENTRAL,2024152320001,"117,003.00",0.00,0.00,0.00,0.00,"117,003.00","86,500.00",0.00,"86,500.00",0.00,"86,500.00",0.00,"86,500.00","30,503.00",0.00,0.00,0.00
4376,2.3.1.01.02.007.04,Aportes Al Sena -  Justicia Y Del Derecho - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501081 - Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana,16. ADMINISTRACIÓN CENTRAL,2024152320009,"168,129.00",0.00,0.00,0.00,0.00,"168,129.00","131,500.00",0.00,"131,500.00",0.00,"131,500.00",0.00,"131,500.00","36,629.00",0.00,0.00,0.00
4377,2.3.1.01.02.007.05,Aportes Al Sena - Transporte - DEP: ADMINISTRACIÓN CENTRAL - SEC: Transporte - PROG: Infraestructura red vial regional - SUBP: Intersubsectorial Transporte - PROD: Banco de maquinaria dotado, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,24,2402,2402125 - Banco de maquinaria dotado,16. ADMINISTRACIÓN CENTRAL,2024152320005,"196,200.00",0.00,0.00,0.00,0.00,"196,200.00","145,100.00",0.00,"145,100.00",0.00,"145,100.00",0.00,"145,100.00","51,100.00",0.00,0.00,0.00
4378,2.3.1.01.02.007.06,Aportes Al Sena - Comisaria De Familia - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501082 - Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia,16. ADMINISTRACIÓN CENTRAL,2024152320009,"629,583.00",0.00,0.00,0.00,0.00,"629,583.00","465,200.00",0.00,"465,200.00",0.00,"465,200.00",0.00,"465,200.00","164,383.00",0.00,0.00,0.00
4379,2.3.1.01.02.008,APORTES A LA ESAP, No ,NA,N/A,,NA,,,,,,"1,482,978.00",0.00,0.00,0.00,0.00,"1,482,978.00","1,098,000.00",0.00,"1,098,000.00",0.00,"1,098,000.00",0.00,"1,098,000.00","384,978.00",0.00,0.00,0.00
4379,2.3.1.01.02.008.01,Aportes a la ESAP  Inclusión Social Y Reconciliación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Inclusión Social Y Reconciliación - PROG: Inclusión social y productiva para la población en situación de vulnerabilidad - SUBP: Intersubsectorial Desarrollo Social - PROD: Servicio de acompañamiento familiar y comunitario para la superación de la pobreza, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,41,4103,4103050 - Servicio de acompañamiento familiar y comunitario para la superación de la pobreza,16. ADMINISTRACIÓN CENTRAL,2024152320002,"117,003.00",0.00,0.00,0.00,0.00,"117,003.00","86,500.00",0.00,"86,500.00",0.00,"86,500.00",0.00,"86,500.00","30,503.00",0.00,0.00,0.00
4380,2.3.1.01.02.008.02,"Aportes A La Esap -  Educación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Educación - PROG: Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media - SUBP: Intersubsectorial Educación - PROD: Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.", Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,22,2201,"2201017 - Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.",16. ADMINISTRACIÓN CENTRAL,2024152320011,"255,060.00",0.00,0.00,0.00,0.00,"255,060.00","183,200.00",0.00,"183,200.00",0.00,"183,200.00",0.00,"183,200.00","71,860.00",0.00,0.00,0.00
4381,2.3.1.01.02.008.03,Aportes A La Esap -  Cultura - DEP: ADMINISTRACIÓN CENTRAL - SEC: Cultura - PROG: Promoción y acceso efectivo a procesos culturales y artísticos - SUBP: Arte y cultura - PROD: Servicios bibliotecarios, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,33,3301,3301085 - Servicios bibliotecarios,16. ADMINISTRACIÓN CENTRAL,2024152320001,"117,003.00",0.00,0.00,0.00,0.00,"117,003.00","86,500.00",0.00,"86,500.00",0.00,"86,500.00",0.00,"86,500.00","30,503.00",0.00,0.00,0.00
4382,2.3.1.01.02.008.04,Aportes A La Esap - Justicia Y Del Derecho - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501081 - Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana,16. ADMINISTRACIÓN CENTRAL,2024152320009,"168,129.00",0.00,0.00,0.00,0.00,"168,129.00","131,500.00",0.00,"131,500.00",0.00,"131,500.00",0.00,"131,500.00","36,629.00",0.00,0.00,0.00
4383,2.3.1.01.02.008.05,Aportes A La Esap - Transporte - DEP: ADMINISTRACIÓN CENTRAL - SEC: Transporte - PROG: Infraestructura red vial regional - SUBP: Intersubsectorial Transporte - PROD: Banco de maquinaria dotado, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,24,2402,2402125 - Banco de maquinaria dotado,16. ADMINISTRACIÓN CENTRAL,2024152320005,"196,200.00",0.00,0.00,0.00,0.00,"196,200.00","145,100.00",0.00,"145,100.00",0.00,"145,100.00",0.00,"145,100.00","51,100.00",0.00,0.00,0.00
4384,2.3.1.01.02.008.06,Aportes A La Esap - Comisaria De Familia - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501082 - Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia,16. ADMINISTRACIÓN CENTRAL,2024152320009,"629,583.00",0.00,0.00,0.00,0.00,"629,583.00","465,200.00",0.00,"465,200.00",0.00,"465,200.00",0.00,"465,200.00","164,383.00",0.00,0.00,0.00
4385,2.3.1.01.02.009,APORTES A ESCUELAS INDUSTRIALES E INSTITUTOS TÉCNICOS, No ,NA,N/A,,NA,,,,,,"2,965,956.00",0.00,0.00,0.00,0.00,"2,965,956.00","2,189,500.00",0.00,"2,189,500.00",0.00,"2,189,500.00",0.00,"2,189,500.00","776,456.00",0.00,0.00,0.00
4385,2.3.1.01.02.009.01,Aportes a escuelas industriales e institutos técnicos - Inclusión Social Y Reconciliación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Inclusión Social Y Reconciliación - PROG: Inclusión social y productiva para la población en situación de vulnerabilidad - SUBP: Intersubsectorial Desarrollo Social - PROD: Servicio de acompañamiento familiar y comunitario para la superación de la pobreza, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,41,4103,4103050 - Servicio de acompañamiento familiar y comunitario para la superación de la pobreza,16. ADMINISTRACIÓN CENTRAL,2024152320002,"234,006.00",0.00,0.00,0.00,0.00,"234,006.00","172,600.00",0.00,"172,600.00",0.00,"172,600.00",0.00,"172,600.00","61,406.00",0.00,0.00,0.00
4386,2.3.1.01.02.009.02,"Aportes A Escuelas Industriales E Institutos Técnicos - Educación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Educación - PROG: Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media - SUBP: Intersubsectorial Educación - PROD: Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.", Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,22,2201,"2201017 - Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.",16. ADMINISTRACIÓN CENTRAL,2024152320011,"510,120.00",0.00,0.00,0.00,0.00,"510,120.00","363,800.00",0.00,"363,800.00",0.00,"363,800.00",0.00,"363,800.00","146,320.00",0.00,0.00,0.00
4387,2.3.1.01.02.009.03,Aportes A Escuelas Industriales E Institutos Técnicos - Cultura - DEP: ADMINISTRACIÓN CENTRAL - SEC: Cultura - PROG: Promoción y acceso efectivo a procesos culturales y artísticos - SUBP: Arte y cultura - PROD: Servicios bibliotecarios, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,33,3301,3301085 - Servicios bibliotecarios,16. ADMINISTRACIÓN CENTRAL,2024152320001,"234,006.00",0.00,0.00,0.00,0.00,"234,006.00","172,600.00",0.00,"172,600.00",0.00,"172,600.00",0.00,"172,600.00","61,406.00",0.00,0.00,0.00
4388,2.3.1.01.02.009.04,Aportes A Escuelas Industriales E Institutos Técnicos - Justicia Y Del Derecho - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501081 - Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana,16. ADMINISTRACIÓN CENTRAL,2024152320009,"336,258.00",0.00,0.00,0.00,0.00,"336,258.00","263,000.00",0.00,"263,000.00",0.00,"263,000.00",0.00,"263,000.00","73,258.00",0.00,0.00,0.00
4389,2.3.1.01.02.009.05,Aportes A Escuelas Industriales E Institutos Técnicos -  Transporte - DEP: ADMINISTRACIÓN CENTRAL - SEC: Transporte - PROG: Infraestructura red vial regional - SUBP: Intersubsectorial Transporte - PROD: Banco de maquinaria dotado, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,24,2402,2402125 - Banco de maquinaria dotado,16. ADMINISTRACIÓN CENTRAL,2024152320005,"392,400.00",0.00,0.00,0.00,0.00,"392,400.00","288,600.00",0.00,"288,600.00",0.00,"288,600.00",0.00,"288,600.00","103,800.00",0.00,0.00,0.00
4390,2.3.1.01.02.009.06,Aportes A Escuelas Industriales E Institutos Técnicos -  Comisaria De Familia - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501082 - Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia,16. ADMINISTRACIÓN CENTRAL,2024152320009,"1,259,166.00",0.00,0.00,0.00,0.00,"1,259,166.00","928,900.00",0.00,"928,900.00",0.00,"928,900.00",0.00,"928,900.00","330,266.00",0.00,0.00,0.00
4391,2.3.1.01.03,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL, No ,NA,N/A,,NA,,,,,,"20,957,236.00",0.00,0.00,0.00,0.00,"20,957,236.00","5,045,804.82",0.00,"5,045,804.82",0.00,"5,045,804.82",0.00,"5,045,804.82","15,911,431.18",0.00,0.00,0.00
4392,2.3.1.01.03.001,PRESTACIONES SOCIALES, No ,NA,N/A,,NA,,,,,,"20,957,236.00",0.00,0.00,0.00,0.00,"20,957,236.00","5,045,804.82",0.00,"5,045,804.82",0.00,"5,045,804.82",0.00,"5,045,804.82","15,911,431.18",0.00,0.00,0.00
4393,2.3.1.01.03.001.02,INDEMNIZACIÓN POR VACACIONES, No ,NA,N/A,,NA,,,,,,"19,309,483.00",0.00,0.00,0.00,0.00,"19,309,483.00","4,312,969.82",0.00,"4,312,969.82",0.00,"4,312,969.82",0.00,"4,312,969.82","14,996,513.18",0.00,0.00,0.00
4393,2.3.1.01.03.001.02.01,Indemnización por vacaciones - Inclusión Social Y Reconciliación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Inclusión Social Y Reconciliación - PROG: Inclusión social y productiva para la población en situación de vulnerabilidad - SUBP: Intersubsectorial Desarrollo Social - PROD: Servicio de acompañamiento familiar y comunitario para la superación de la pobreza, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,41,4103,4103050 - Servicio de acompañamiento familiar y comunitario para la superación de la pobreza,16. ADMINISTRACIÓN CENTRAL,2024152320002,"1,628,670.00",0.00,0.00,0.00,0.00,"1,628,670.00","79,416.05",0.00,"79,416.05",0.00,"79,416.05",0.00,"79,416.05","1,549,253.95",0.00,0.00,0.00
4394,2.3.1.01.03.001.02.02,"Indemnización Por Vacaciones - Educación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Educación - PROG: Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media - SUBP: Intersubsectorial Educación - PROD: Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.", Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,22,2201,"2201017 - Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.",16. ADMINISTRACIÓN CENTRAL,2024152320011,"3,613,547.00",0.00,0.00,0.00,0.00,"3,613,547.00","1,163,074.00",0.00,"1,163,074.00",0.00,"1,163,074.00",0.00,"1,163,074.00","2,450,473.00",0.00,0.00,0.00
4395,2.3.1.01.03.001.02.03,Indemnización Por Vacaciones - Cultura - DEP: ADMINISTRACIÓN CENTRAL - SEC: Cultura - PROG: Promoción y acceso efectivo a procesos culturales y artísticos - SUBP: Arte y cultura - PROD: Servicios bibliotecarios, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,33,3301,3301085 - Servicios bibliotecarios,16. ADMINISTRACIÓN CENTRAL,2024152320001,"1,628,670.00",0.00,0.00,0.00,0.00,"1,628,670.00","104,822.05",0.00,"104,822.05",0.00,"104,822.05",0.00,"104,822.05","1,523,847.95",0.00,0.00,0.00
4396,2.3.1.01.03.001.02.04,Indemnización Por Vacaciones - Justicia Y Del Derecho - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501081 - Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana,16. ADMINISTRACIÓN CENTRAL,2024152320009,"2,202,963.00",0.00,0.00,0.00,0.00,"2,202,963.00","342,168.72",0.00,"342,168.72",0.00,"342,168.72",0.00,"342,168.72","1,860,794.28",0.00,0.00,0.00
4397,2.3.1.01.03.001.02.05,Indemnización Por Vacaciones - Transporte - DEP: ADMINISTRACIÓN CENTRAL - SEC: Transporte - PROG: Infraestructura red vial regional - SUBP: Intersubsectorial Transporte - PROD: Banco de maquinaria dotado, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,24,2402,2402125 - Banco de maquinaria dotado,16. ADMINISTRACIÓN CENTRAL,2024152320005,"2,755,964.00",0.00,0.00,0.00,0.00,"2,755,964.00","2,623,489.00",0.00,"2,623,489.00",0.00,"2,623,489.00",0.00,"2,623,489.00","132,475.00",0.00,0.00,0.00
4398,2.3.1.01.03.001.02.06,Indemnización Por Vacaciones - Comisaria De Familia - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia, Si ,1.2.3.1.19.3,ESTAMPILLA PARA LA JUSTICIA FAMILIAR, ,U1,45,4501,4501082 - Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia,16. ADMINISTRACIÓN CENTRAL,2024152320009,"7,479,669.00",0.00,0.00,0.00,0.00,"7,479,669.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,479,669.00",0.00,0.00,0.00
4399,2.3.1.01.03.001.03,BONIFICACIÓN ESPECIAL DE RECREACIÓN, No ,NA,N/A,,NA,,,,,,"1,647,753.00",0.00,0.00,0.00,0.00,"1,647,753.00","732,835.00",0.00,"732,835.00",0.00,"732,835.00",0.00,"732,835.00","914,918.00",0.00,0.00,0.00
4399,2.3.1.01.03.001.03.01,Bonificación especial de recreación - Inclusión Social Y Reconciliación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Inclusión Social Y Reconciliación - PROG: Inclusión social y productiva para la población en situación de vulnerabilidad - SUBP: Intersubsectorial Desarrollo Social - PROD: Servicio de acompañamiento familiar y comunitario para la superación de la pobreza, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,41,4103,4103050 - Servicio de acompañamiento familiar y comunitario para la superación de la pobreza,16. ADMINISTRACIÓN CENTRAL,2024152320002,"130,003.00",0.00,0.00,0.00,0.00,"130,003.00","119,269.00",0.00,"119,269.00",0.00,"119,269.00",0.00,"119,269.00","10,734.00",0.00,0.00,0.00
4400,2.3.1.01.03.001.03.02,"Bonificación Especial De Recreación - Educación - DEP: ADMINISTRACIÓN CENTRAL - SEC: Educación - PROG: Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media - SUBP: Intersubsectorial Educación - PROD: Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.", Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,22,2201,"2201017 - Servicio de fomento para el acceso a la educación inicial, preescolar, básica y media.",16. ADMINISTRACIÓN CENTRAL,2024152320011,"283,400.00",0.00,0.00,0.00,0.00,"283,400.00","86,667.00",0.00,"86,667.00",0.00,"86,667.00",0.00,"86,667.00","196,733.00",0.00,0.00,0.00
4401,2.3.1.01.03.001.03.03,Bonificación Especial De Recreación - Cultura - DEP: ADMINISTRACIÓN CENTRAL - SEC: Cultura - PROG: Promoción y acceso efectivo a procesos culturales y artísticos - SUBP: Arte y cultura - PROD: Servicios bibliotecarios, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,33,3301,3301085 - Servicios bibliotecarios,16. ADMINISTRACIÓN CENTRAL,2024152320001,"130,003.00",0.00,0.00,0.00,0.00,"130,003.00","130,003.00",0.00,"130,003.00",0.00,"130,003.00",0.00,"130,003.00",0.00,0.00,0.00,0.00
4402,2.3.1.01.03.001.03.04,Bonificación Especial De Recreación - Justicia Y Del Derecho - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501081 - Servicio de apoyo para la atención de contravenciones y solución de conflictos de convivencia ciudadana,16. ADMINISTRACIÓN CENTRAL,2024152320009,"186,810.00",0.00,0.00,0.00,0.00,"186,810.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"186,810.00",0.00,0.00,0.00
4403,2.3.1.01.03.001.03.05,Bonificación Especial De Recreación - Transporte - DEP: ADMINISTRACIÓN CENTRAL - SEC: Transporte - PROG: Infraestructura red vial regional - SUBP: Intersubsectorial Transporte - PROD: Banco de maquinaria dotado, Si ,1.2.4.3.04,"SGP-PROPOSITO GENERAL-LIBRE DESTINACION MUNICIPIOS CATEGORIAS 4, 5 Y 6", ,U1,24,2402,2402125 - Banco de maquinaria dotado,16. ADMINISTRACIÓN CENTRAL,2024152320005,"218,000.00",0.00,0.00,0.00,0.00,"218,000.00","200,000.00",0.00,"200,000.00",0.00,"200,000.00",0.00,"200,000.00","18,000.00",0.00,0.00,0.00
4404,2.3.1.01.03.001.03.06,Bonificación Especial De Recreación - Comisaria De Familia - DEP: ADMINISTRACIÓN CENTRAL - SEC: Gobierno Territorial - PROG: Fortalecimiento de la convivencia y la seguridad ciudadana - SUBP: Intersubsectorial Gobierno - PROD: Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia, Si ,1.2.4.3.03,SGP-PROPOSITO GENERAL-PROPOSITO GENERAL LIBRE INVERSION, ,U1,45,4501,4501082 - Servicio de apoyo para la atención especializada e interdisciplinaria en las comisarias de familia,16. ADMINISTRACIÓN CENTRAL,2024152320009,"699,537.00",0.00,0.00,0.00,0.00,"699,537.00","196,896.00",0.00,"196,896.00",0.00,"196,896.00",0.00,"196,896.00","502,641.00",0.00,0.00,0.00
4405,2.3.2,ADQUISICIÓN DE BIENES Y SERVICIOS, No ,NA,N/A,,NA,,,,,,"11,239,443,256.00","3,830,032,141.05",0.00,"755,654,949.50","427,220,090.50","15,397,910,256.05","12,616,325,560.38","213,081,515.96","10,122,939,446.40","26,172,352.57","7,618,550,003.34","227,760.00","7,618,550,003.34","2,781,584,695.67","2,493,386,113.98","2,504,389,443.06",0.00
4406,2.3.2.01,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS, No ,NA,N/A,,NA,,,,,,"59,212,000.00","225,986,654.00",0.00,0.00,"104,958,944.50","180,239,709.50","71,090,814.50",0.00,"71,090,814.50",0.00,"67,468,634.00",0.00,"67,468,634.00","109,148,895.00",0.00,"3,622,180.50",0.00
4685,2.3.2.01.01,ACTIVOS FIJOS, No ,NA,N/A,,NA,,,,,,0.00,"194,144,591.00",0.00,0.00,"104,958,944.50","89,185,646.50","71,090,814.50",0.00,"71,090,814.50",0.00,"67,468,634.00",0.00,"67,468,634.00","18,094,832.00",0.00,"3,622,180.50",0.00
4686,2.3.2.01.01.001,EDIFICACIONES Y ESTRUCTURAS, No ,NA,N/A,,NA,,,,,,0.00,"194,144,591.00",0.00,0.00,"104,958,944.50","89,185,646.50","71,090,814.50",0.00,"71,090,814.50",0.00,"67,468,634.00",0.00,"67,468,634.00","18,094,832.00",0.00,"3,622,180.50",0.00
4687,2.3.2.01.01.001.03,OTRAS ESTRUCTURAS, No ,NA,N/A,,NA,,,,,,0.00,"194,144,591.00",0.00,0.00,"104,958,944.50","89,185,646.50","71,090,814.50",0.00,"71,090,814.50",0.00,"67,468,634.00",0.00,"67,468,634.00","18,094,832.00",0.00,"3,622,180.50",0.00
